Orator,Entity Type,Entity Phrase,Entity Root,Grouping,Seed Term,Sentence
binladen,GPE,the United States,the United States,,,"Young men believe you [apparently still addressing the United States] are responsible for what your Jewish brothers are doing in Palestine and Lebanon, namely killing and making Muslims homeless and violating their rights."
binladen,GPE,Palestine,Palestine,,,"Young men believe you [apparently still addressing the United States] are responsible for what your Jewish brothers are doing in Palestine and Lebanon, namely killing and making Muslims homeless and violating their rights."
binladen,GPE,Lebanon,Lebanon,,,"Young men believe you [apparently still addressing the United States] are responsible for what your Jewish brothers are doing in Palestine and Lebanon, namely killing and making Muslims homeless and violating their rights."
binladen,NORP,Muslims,Muslims,,,"Young men believe you [apparently still addressing the United States] are responsible for what your Jewish brothers are doing in Palestine and Lebanon, namely killing and making Muslims homeless and violating their rights."
binladen,GPE,Iraq,Iraq,,,"And more than 600,000 children have died in Iraq as a result of the shortages of food and medicines caused by your unjust embargo on Iraq, whose children are ours."
binladen,GPE,Iraq,Iraq,,,"And more than 600,000 children have died in Iraq as a result of the shortages of food and medicines caused by your unjust embargo on Iraq, whose children are ours."
binladen,PERSON,the Prophet,Prophet,,,"All this causes us to revoke any treaty ['ahd] between us, as the Prophet, peace be upon him, considered the al-Hudaybiyah peace null and void after Quraysh helped Bani Bakr against the Prophet's allies."
binladen,GPE,the al-Hudaybiyah peace null,al-Hudaybiyah peace null,,,"All this causes us to revoke any treaty ['ahd] between us, as the Prophet, peace be upon him, considered the al-Hudaybiyah peace null and void after Quraysh helped Bani Bakr against the Prophet's allies."
binladen,ORG,Quraysh,Quraysh,,,"All this causes us to revoke any treaty ['ahd] between us, as the Prophet, peace be upon him, considered the al-Hudaybiyah peace null and void after Quraysh helped Bani Bakr against the Prophet's allies."
binladen,PERSON,Bani Bakr,Bani Bakr,,,"All this causes us to revoke any treaty ['ahd] between us, as the Prophet, peace be upon him, considered the al-Hudaybiyah peace null and void after Quraysh helped Bani Bakr against the Prophet's allies."
binladen,ORG,Quraysh,Quraysh,,,So he fought against Quraysh and opened Mecca.
binladen,GPE,Mecca,Mecca,,,So he fought against Quraysh and opened Mecca.
binladen,NORP,a Jew,Jew,,,And he considered the agreement with Bani Qaynaqa' null and void because a Jew from among them harmed a woman in a marketplace.
binladen,NORP,Muslims,Muslims,,,But you killed hundreds of thousands of Muslims and encroached on their holy sites.
binladen,GPE,the US enemy,US enemy,,,"It is now clear that those claiming that the blood of the soldiers of the US enemy, who is occupying a Muslim country, is protected, are repeating—under"
binladen,ORG,repeating—under,repeating—under,,,"It is now clear that those claiming that the blood of the soldiers of the US enemy, who is occupying a Muslim country, is protected, are repeating—under"
binladen,GPE,the Arabian Peninsula,Arabian Peninsula,,,It is incumbent on every tribe in the Arabian Peninsula to fight for God's cause and purge their territory of these occupiers.
binladen,NORP,Muslims,Muslims,,,""" Young men know that the humiliation inflicted on Muslims through the occupation of their holy sites can only be eliminated through the jihad and explosives."
binladen,GPE,Afghanistan,Afghanistan,,,"I tell the young men of the Islamic world who fought in Afghanistan and Bosnia-Herzegovina with their money, lives, tongues, and pens that the battles has not ended yet."
binladen,GPE,Medina,Medina,,,"I remind them of Gabriel's discussion with the messenger of God after the al-Ahzab battle: When the messenger of God arrived in Medina, he put his weapon aside."
binladen,PERSON,Gabriel,Gabriel,,,Gabriel came up to him and said: Have you laid down your weapon?
binladen,PERSON,Bani Qurayzah,Bani Qurayzah,,,"So move with those who are with you to Bani Qurayzah, as I will be moving in front of you, rocking their fortifications and striking terror in their hearts."
binladen,PERSON,Gabriel,Gabriel,,,"So Gabriel joined a procession of angels with the Prophet behind them, joined by emigrants and supporters."
binladen,PERSON,the Prophet,Prophet,,,"So Gabriel joined a procession of angels with the Prophet behind them, joined by emigrants and supporters."
binladen,PERSON,Abdallah Bin-Rawahah,Abdallah Bin-Rawahah,,,"They repeat the saying of their grandfather, the companion 'Abdallah Bin-Rawahah, especially after the murder of the four heroes who blew up the Americans in Riyadh—these young men have restored daring operation: If not killed, one will die one day anyhow—here"
binladen,NORP,the Americans,Americans,,,"They repeat the saying of their grandfather, the companion 'Abdallah Bin-Rawahah, especially after the murder of the four heroes who blew up the Americans in Riyadh—these young men have restored daring operation: If not killed, one will die one day anyhow—here"
binladen,PERSON,Ja'far,Ja'far,,,Ja'far said: Paradise is approaching—beautiful and its drink is cold; the Romans are approaching their own suffering—I promise I will fight them if I come face to face with them.
binladen,NORP,the Romans,Romans,,,Ja'far said: Paradise is approaching—beautiful and its drink is cold; the Romans are approaching their own suffering—I promise I will fight them if I come face to face with them.
binladen,PERSON,the Prophet,Prophet,,,"As regards our mothers, sisters, women, and daughters, they follow the example of the honorable women of the Prophet's companions after the Prophet himself, may God's prayers and blessings be upon him, and they emulate their bravery, courage, and generosity in support of God's religion."
binladen,PERSON,Fatimah Bint-al-Khattab,Fatimah Bint-al-Khattab,,,"They remember the courage and steadfastness of Fatimah Bint-al-Khattab, may God's blessings be upon her, when, in support of what was right, she stood up to her own brother 'Umar Ibn-al-Khattab before he adopted Islam and challenged him after he learned of her becoming a Muslim."
binladen,PERSON,Umar Ibn-al-Khattab,Umar Ibn-al-Khattab,,,"They remember the courage and steadfastness of Fatimah Bint-al-Khattab, may God's blessings be upon her, when, in support of what was right, she stood up to her own brother 'Umar Ibn-al-Khattab before he adopted Islam and challenged him after he learned of her becoming a Muslim."
binladen,NORP,a Muslim,Muslim,,,"They remember the courage and steadfastness of Fatimah Bint-al-Khattab, may God's blessings be upon her, when, in support of what was right, she stood up to her own brother 'Umar Ibn-al-Khattab before he adopted Islam and challenged him after he learned of her becoming a Muslim."
binladen,PERSON,Umar,Umar,,,"She said to him: ""Do you not see that right is not in your religion, 'Umar?"""
binladen,PERSON,Asma Bint-Abi-Bakr,Asma Bint-Abi-Bakr,,,"And they remember the stand of Asma Bint-Abi-Bakr on the day of the migration [the Prophet's migration to Medina] when she cut her belt in two and used one to tie the travel bag of the Prophet, may God's prayers and blessings be upon him, and [one to tie the bag of]"
binladen,PERSON,the Prophet,Prophet,,,"And they remember the stand of Asma Bint-Abi-Bakr on the day of the migration [the Prophet's migration to Medina] when she cut her belt in two and used one to tie the travel bag of the Prophet, may God's prayers and blessings be upon him, and [one to tie the bag of]"
binladen,PERSON,Nusaybah,Nusaybah,,,"They also remember the stand taken by Nusaybah Bint-Ka'b in defense of the Prophet, may God's prayers and blessings be upon him, one day, sustaining 12 wounds in the process, one of them a deep wound in her neck."
binladen,GPE,Afghanistan,Afghanistan,,,"Our women in this era have set magnificent examples in sacrifice for God and in urging their sons, brothers, and husbands to declare jihad for God, in Afghanistan, Bosnia-Herzegovina, Chechnya, and other places."
binladen,GPE,Bosnia-Herzegovina,Bosnia-Herzegovina,,,"Our women in this era have set magnificent examples in sacrifice for God and in urging their sons, brothers, and husbands to declare jihad for God, in Afghanistan, Bosnia-Herzegovina, Chechnya, and other places."
binladen,GPE,Chechnya,Chechnya,,,"Our women in this era have set magnificent examples in sacrifice for God and in urging their sons, brothers, and husbands to declare jihad for God, in Afghanistan, Bosnia-Herzegovina, Chechnya, and other places."
binladen,NORP,Brother Muslims,Brother Muslims,,,Brother Muslims worldwide:
binladen,GPE,Palestine,Palestine,,,"Your brothers in the land of the two holy mosques and Palestine seek your help and ask you to participate with them in their jihad against their enemies and yours, the Israelis and the Americans, with everything that would drive them out of the Islamic holy places, defeated, with each of you doing what he can. """
binladen,NORP,the Jews,Jews,,,"O God, the people of the cross have come with their horses and men and have violated the land of the two holy mosques, and the Jews are wreaking corruption in the al-Aqsa Mosque, the site of the Prophet's ascension to heaven."
binladen,NORP,Muslims,Muslims,,,"O God, strengthen the youth of Islam, guide their steps, and strike amity into the hearts of Muslims and unite their ranks, and give us patience and steadfastness and grant us victory against the heretics."
binladen,PERSON,messenger Muhammad,messenger Muhammad,,,"O God, bless your subject and messenger Muhammad, his kin, and his companions, and give them great peace."
