progress,function,hostile,Interesting,text
51%,,,,"It would be a useful function for the United Nations to take over the so-called ""nation-building,"" -- I would call it the stabilization of a future government -- after our military mission is complete."
51%,,,,We'll participate; other countries will participate.
51%,,,,I've talked to many countries will participate.
51%,,,,"I've talked to many countries that are interested in making sure that the post-operations Afghanistan is one that is stable, and one that doesn't become yet again a haven for terrorist criminals."
51%,,,,Ken.
52%,,,,Question:  Mr. President
52%,,,,", I'm sure many Americans are wondering where all this will lead."
52%,,,,And you've called upon the country to go back to business and to go back to normal.
52%,,,,But you haven't called for any sacrifices from the American people.
52%,,,,"And I wonder, do you feel that any will be needed?"
52%,,,,Are you planning to call for any?
52%,,,,And do you think that American life will really go back to the way it was on September 10th?
52%,,,,President Bush:
52%,,,,"Well, you know, I think the American people are sacrificing now."
52%,,,,I think they're waiting in airport lines longer than they've ever had before.
52%,,,,I think that -- I think there's a certain sacrifice when you lose a piece of your soul.
52%,,,,"And Americans -- I was standing up there at the Pentagon today, and I saw the tears of the families whose lives were lost in the Pentagon."
52%,,,,And I said in my talk there that America prays with you.
52%,,,,"I think there's a sacrifice, there's a certain sense of giving themselves to share their grief with people they'll never, maybe, ever see in their lives."
52%,,,,So America is sacrificing.
52%,,,,"America -- I think the interesting thing that has happened, and this is so sad an incident, but there are some positive things developed -- that are developing."
53%,,,,"One is, I believe that many people are reassessing what's important in life."
53%,,,,"Moms and dads are not only reassessing their marriage and the importance of their marriage, but of the necessity of loving their children like never before."
53%,,,,I think that's one of the positives that have come from the evildoers.
53%,elevation,,,"The evil ones have sparked an interesting change in America, I think -- a compassion in our country that is overflowing."
53%,othering,,TRUE,I know their intended act was to destroy us and make us cowards and make us not want to respond.
53%,elevation,,,"But quite the opposite has happened -- our nation is united, we are strong, we're compassionate; neighbors care about neighbors."
53%,,,,"The story I talked about earlier was one that really touched my heart, about women of cover fearing to leave their homes."
53%,,,,"And there was such an outpouring of compassion for people within our own country, a recognition that the Islamic faith should stand side by side, hand to hand with the Jewish faith and the Christian faith in our great land."
53%,,,,It is such a wonderful example.
53%,,,,"You know, I'm asked all the time -- I'll ask myself a question."
53%,,,,How do I respond to -- it's an old trick -- how do I respond when I see that in some Islamic countries there is vitriolic hatred for America?
53%,,,,I'll tell you how I respond:  I'm amazed.
53%,,,,"I'm amazed that there is such misunderstanding of what our country is about, that people would hate us."
53%,,,,"I am, I am -- like most Americans, I just can't believe it."
53%,,,,"Because I know how good we are, and we've go to do a better job of making our case."
53%,,,,"We've got to do a better job of explaining to the people in the Middle East, for example, that we don't fight a war against Islam or Muslims."
54%,,,,We don't hold any religion accountable.
54%,elevation,,,We're fighting evil.
54%,othering,,TRUE,And these murderers have hijacked a great religion in order to justify their evil deeds.
54%,,,,And we cannot let it stand.
54%,,,,John.
54%,,,,"Question:  Mr. President, you have spoken with great pride of this international coalition."
54%,,,,"I want to ask you, before the events of September 11th, one of the big questions you faced this fall was, would you violate the Antiballistic Missile Treaty and go ahead with the missile defense plan if Russia did not strike a deal?"
54%,,,,Will you do that now because Russia's cooperation is so important?
54%,,,,"And, separately, but related, are you disappointed that while there have been some statements of support from the Muslim world and the Arab world, that there have not been more vocal and repeated statements agreeing with you that this is a war against terrorism, not Islam?"
54%,,,,"President Bush:  John, let me start with the latter part."
54%,,,,I was heartened by the Organization of Islamic Conference's statement of support for our war against terror.1
54%,,,,"I think that that statement spoke volumes about the attitude of Muslim nations, and I was pleased to see that support."
54%,,,,Some coalition members will feel more comfortable doing certain things than other coalition members will.
54%,,,,"And my attitude is, and the attitude of my Administration is, we'll accept any help that a government is comfortable in giving."
54%,,,,And we should not try to force governments to do something that they can't do.
54%,,,,Any help is better than no help.
55%,,,,"And so, I am so appreciative of the help we're getting in the Middle East."
55%,,,,"Somebody asked me the other day, was I pleased with the actions of Saudi Arabia."
55%,,,,I am.
55%,elevation,,,I appreciate the actions of that government.
55%,elevation,,,"In terms of missile defense, I can't wait to visit with my friend, Vladimir Putin, in Shanghai, to reiterate once again that the Cold War is over, it's done with, and that there are new threats that we face; and no better example of that new threat than the attack on America on September 11th."
55%,,,,And I'm going to ask my friend to envision a world in which a terrorist thug and/or a host nation might have the ability to develop -- to deliver a weapon of mass destruction via a -- via rocket.
55%,,,,And wouldn't it be in our nation's advantage to be able to shoot it down?
55%,,,,"At the very least, it should be in our nation's advantage to determine whether we can shoot it down."
55%,,,,And we're restricted from doing that because of an ABM Treaty that was signed during a totally different era.
55%,,,,"The case cannot be even -- the case is more strong today than it was on September 10th that the ABM is outmoded, outdated, reflects a different time."
55%,,,,And I'm more than -- I am more than anxious to continue making my case to them.
55%,,,,And we will do what's right in regards --
55%,,,,"Question: -- not agree,"
55%,,,,would you withdraw this year?
55%,,,,President Bush:
55%,,,,"Excuse me, I have trouble hearing John."
56%,,,,"Question:  If he does not agree with you, would you withdraw from the ABM Treaty this year?"
56%,,,,"President Bush:  I have told Mr. Putin that the ABM Treaty is outdated, antiquated and useless."
56%,,,,And I hope that he will join us in a new strategic relationship.
56%,,,,"One more question, please."
56%,,,,Question:
56%,,,,You talk about the general threat toward Americans.
56%,,,,"You know, the Internet is crowded with all sorts of rumor and gossip and, kind of, urban myths."
56%,,,,"And people ask, what is it they're supposed to be on the lookout for?  Other than the 22 most wanted terrorists, what are Americans supposed to look for and report to the police or to the FBI?"
56%,,,,President Bush:
56%,,,,"Well, Ann, you know, if you find a person that you've never seen before getting in a crop duster that doesn't belong to you -- -- report it."
56%,,,,"If you see suspicious people lurking around petrochemical plants, report it to law enforcement."
56%,,,,"I mean, people need to be logical."
56%,,,,"Now, listen, I want to urge my fellow Americans not to use this as an opportunity to pick on somebody that doesn't look like you, or doesn't share your religion."
56%,elevation,,TRUE,"The thing that makes our nation so strong and that will ultimately defeat terrorist activity is our willingness to tolerate people of different faiths, different opinions, different colors within the fabric of our society."
56%,,,,"And so I would urge my fellow Americans, obviously, if they see something suspicious, abnormal, something that looks threatening, report it to local law enforcement."
56%,,,,Let me conclude by one final statement.
57%,,,,Thank you all for coming.
57%,,,,"Before we leave, I want to make a special request to the children of America."
57%,,,,I ask you to join in a special effort to help the children of Afghanistan.
57%,,,,Their country has been through a great deal of war and suffering.
57%,,,,Many children there are starving and are severely malnourished.
57%,,,,One in three Afghan children is an orphan.
57%,,,,Almost half suffer chronic malnutrition.
57%,,,,"And we can, and must, help them."
57%,,,,We've created a special relief effort that will be supervised by the Red Cross.
57%,,,,We are asking every child in America to earn or give a dollar that will be used to provide food and medical help for the children of Afghanistan.
57%,,,,"You can send your dollar in an envelope, marked ""America's Fund for Afghan Children,"" right here to the White House, 1600"
57%,,,,"Pennsylvania Avenue, Washington,"
57%,,,,"D.C.  This is an opportunity to help others, while teaching our own children a valuable lesson about service and character."
57%,,,,"I hope school classes or Boys and Girl Scout troops, other youth organizations will participate in any way to raise the money to send to the children."
57%,,,,Wash your car.
57%,,,,Do a yard for a neighbor.
58%,,,,"And I hope the adults will help them, as well."
58%,elevation,,,"Ultimately, one of the best weapons, one of the truest weapons that we have against terrorism is to show the world the true strength of character and kindness of the American people."
58%,elevation,,,Americans are united in this fight against terrorism.
58%,elevation,,,We're also united in our concern for the innocent people of Afghanistan.
58%,,,,"Winter is coming, and by acting today we can help the children survive."
58%,,,,Thank you for your questions.
58%,elevation,,,May God bless America.
58%,,,,Good morning and welcome to the White House.
58%,,,,"Today, we take an essential step in defeating terrorism, while protecting the constitutional rights of all Americans."
58%,,,,"With my signature, this law will give intelligence and law enforcement officials important new tools to fight a present danger."
58%,,,,I commend the House and Senate for the hard work they put into this legislation.
58%,,,,Members of Congress and their staffs spent long nights and weekends to get this important bill to my desk.
58%,,,,"I appreciate their efforts, and bipartisanship, in passing this new law."
58%,elevation,,,I want to thank the Vice President and his staff for working hard to make sure this law was passed.
58%,elevation,,,"I want to thank the Secretary of State and the Secretary of Treasury for being here, both of whom lead important parts of our war against terrorism."
58%,elevation,,,I want to thank Attorney General John Ashcroft for spending a lot of time on the Hill to make the case for a balanced piece of legislation.
59%,elevation,,,I want to thank the Director of the FBI and the Director of the CIA for waging an incredibly important part on the two-front war --
59%,,,,"one overseas, and a front here at home."
59%,elevation,,,I want to thank Governor Tom Ridge for his leadership.
59%,elevation,,,"I want to thank the members of Congress who are here on the stage, the Leaders, on this impressive effort."
59%,,,,Senator Hatch and Senator Leahy and Senator Sarbanes and Senator Graham and Senator Reid.
59%,elevation,,,"I also want to thank Representative Porter Goss, LaFalce, Oxley, and Sensenbrenner for their hard work."
59%,elevation,,,"And I want to welcome the men and women of law enforcement who are here in the White House with us today, as well."
59%,,,,"The changes, effective today, will help counter a threat like no other our nation has ever faced."
59%,,,TRUE,"We've seen the enemy, and the murder of thousands of innocent, unsuspecting people."
59%,othering,,,They recognize no barrier of morality.
59%,othering,,,They have no conscience.
59%,othering,,,The terrorists cannot be reasoned with.
59%,,,,Witness the recent anthrax attacks through our Postal Service.
59%,elevation,,,Our country is grateful for the courage the Postal Service has shown during these difficult times.
59%,elevation,,,We mourn the loss of the lives of Thomas Morris and Joseph Curseen; postal workers who died in the line of duty.
59%,,,,And our prayers go to their loved ones.
60%,,,,I want to assure postal workers that our government is testing more than 200 postal facilities along the entire Eastern corridor that may have been impacted.
60%,,,,And we will move quickly to treat and protect workers where positive exposures are found.
60%,,hostile,,"But one thing is for certain:  These terrorists must be pursued, they must be defeated, and they must be brought to justice."
60%,,,,And that is the purpose of this legislation.
60%,elevation,,TRUE,"Since the 11th of September, the men and women of our intelligence and law enforcement agencies have been relentless in their response to new and sudden challenges."
60%,othering,,,We have seen the horrors terrorists can inflict.
60%,elevation,,,"We may never know what horrors our country was spared by the diligent and determined work of our police forces, the FBI, ATF agents, federal marshals, Custom officers, Secret Service, intelligence professionals and local law enforcement officials, under the most trying conditions."
60%,elevation,,,"They are serving this country with excellence, and often with bravery."
60%,elevation,,,They deserve our full support and every means of help that we can provide.
60%,,,TRUE,"We're dealing with terrorists who operate by highly sophisticated methods and technologies, some of which were not even available when our existing laws were written."
60%,,,,The bill before me takes account of the new realities and dangers posed by modern terrorists.
60%,,,,"It will help law enforcement to identify, to dismantle, to disrupt, and to punish terrorists before they strike."
60%,,,,"For example, this legislation gives law enforcement officials better tools to put an end to financial counterfeiting, smuggling and money-laundering."
60%,,,,"Secondly, it gives intelligence operations and criminal operations the chance to operate not on separate tracks, but to share vital information so necessary to disrupt a terrorist attack before it occurs."
60%,,,,"As of today, we're changing the laws governing information-sharing."
61%,,,,"And as importantly, we're changing the culture of our various agencies that fight terrorism."
61%,,,,Countering and investigating terrorist activity is the number one priority for both law enforcement and intelligence agencies.
61%,,,,Surveillance of communications is another essential tool to pursue and stop terrorists.
61%,,,,The existing law was written in the era of rotary telephones.
61%,,,TRUE,"This new law that I sign today will allow surveillance of all communications used by terrorists, including e-mails, the Internet, and cell phones."
61%,,,,"As of today, we'll be able to better meet the technological challenges posed by this proliferation of communications technology."
61%,,,,Investigations are often slowed by limit on the reach of federal search warrants.
61%,,,,"Law enforcement agencies have to get a new warrant for each new district they investigate, even when they're after the same suspect."
61%,,,,"Under this new law, warrants are valid across all districts and across all states."
61%,,,,"And, finally, the new legislation greatly enhances the penalties that will fall on terrorists or anyone who helps them."
61%,,,,Current statutes deal more severely with drug-traffickers than with terrorists.
61%,,,,That changes today.
61%,,,,We are enacting new and harsh penalties for possession of biological weapons.
61%,,,,We're making it easier to seize the assets of groups and individuals involved in terrorism.
61%,,,,The government will have wider latitude in deporting known terrorists and their supporters.
61%,,,,"The statute of limitations on terrorist acts will be lengthened, as will prison sentences for terrorists."
62%,,,,This bill was carefully drafted and considered.
62%,,,,"Led by the members of Congress on this stage, and those seated in the audience, it was crafted with skill and care, determination and a spirit of bipartisanship for which the entire nation is grateful."
62%,,,,"This bill met with an overwhelming -- overwhelming agreement in Congress, because it upholds and respects the civil liberties guaranteed by our Constitution."
62%,,,,"This legislation is essential not only to pursuing and punishing terrorists, but also preventing more atrocities in the hands of the evil ones."
62%,elevation,,,This government will enforce this law with all the urgency of a nation at war.
62%,,,,"The elected branches of our government, and both political parties, are united in our resolve to fight and stop and punish those who would do harm to the American people."
62%,,,,It is now my honor to sign into law the USA Patriot Act of 2001.
62%,,,,Thank you.
62%,elevation,,,"Mr. Secretary General, Mr. President, distinguished delegates, and ladies and gentlemen:"
62%,,,,"We meet in a hall devoted to peace, in a city scarred by violence, in a nation awakened to danger, in a world uniting for a long struggle."
62%,,,,Every civilized nation here today is resolved to keep the most basic commitment of civilization: We will defend ourselves and our future against terror and lawless violence.
62%,,,,The United Nations was founded in this cause.
62%,,,,"In a second world war, we learned there is no isolation from evil."
62%,,,,"We affirmed that some crimes are so terrible they offend humanity, itself."
62%,,,,"And we resolved that the aggressions and ambitions of the wicked must be opposed early, decisively, and collectively, before they threaten us all."
62%,,,TRUE,"That evil has returned, and that cause is renewed."
63%,,,,"A few miles from here, many thousands still lie in a tomb of rubble."
63%,,,,"Tomorrow, the Secretary General, the President of the General Assembly, and I will visit that site, where the names of every nation and region that lost citizens will be read aloud."
63%,,,,"If we were to read the names of every person who died, it would take more than three hours."
63%,,,,"Those names include a citizen of Gambia, whose wife spent their fourth wedding anniversary, September the 12th, searching in vain for her husband."
63%,,,,"Those names include a man who supported his wife in Mexico, sending home money every week."
63%,,,,"Those names include a young Pakistani who prayed toward Mecca five times a day, and died that day trying to save others."
63%,,,,The suffering of September the 11th was inflicted on people of many faiths and many nations.
63%,,,,"All of the victims, including Muslims, were killed with equal indifference and equal satisfaction by the terrorist leaders."
63%,othering,,,"The terrorists are violating the tenets of every religion, including the one they invoke."
63%,,,TRUE,"Last week, the Sheikh of Al-Azhar University, the world's oldest Islamic institution of higher learning, declared that terrorism is a disease, and that Islam prohibits killing innocent civilians."
63%,,,,"The terrorists call their cause holy, yet, they fund it with drug dealing; they encourage murder and suicide in the name of a great faith that forbids both."
63%,othering,,,"They dare to ask God's blessing as they set out to kill innocent men, women and children."
63%,,,,But the God of Isaac and Ishmael would never answer such a prayer.
63%,othering,,,And a murderer is not a martyr; he is just a murderer.
63%,,,,Time is passing.
63%,,,,"Yet, for the United States of America, there will be no forgetting September the 11th."
64%,elevation,,,We will remember every rescuer who died in honor.
64%,elevation,,,We will remember every family that lives in grief.
64%,elevation,,,"We will remember the fire and ash, the last phone calls, the funerals of the children."
64%,elevation,,,And the people of my country will remember those who have plotted against us.
64%,,,,We are learning their names.
64%,,,,We are coming to know their faces.
64%,,,,There is no corner of the Earth distant or dark enough to protect them.
64%,,,,"However long it takes, their hour of justice will come."
64%,,,,Every nation has a stake in this cause.
64%,othering,,,"As we meet, the terrorists are planning more murder -- perhaps in my country, or perhaps in yours."
64%,othering,,,They kill because they aspire to dominate.
64%,othering,,,They seek to overthrow governments and destabilize entire regions.
64%,,,,"Last week, anticipating this meeting of the General Assembly, they denounced the United Nations."
64%,othering,,,They called our Secretary General a criminal and condemned all Arab nations here as traitors to Islam.
64%,othering,,,Few countries meet their exacting standards of brutality and oppression.
64%,,,,Every other country is a potential target.
65%,othering,,,"And all the world faces the most horrifying prospect of all:  These same terrorists are searching for weapons of mass destruction, the tools to turn their hatred into holocaust."
65%,othering,,,"They can be expected to use chemical, biological and nuclear weapons the moment they are capable of doing so."
65%,,,,No hint of conscience would prevent it.
65%,,,,This threat cannot be ignored.
65%,,,,This threat cannot be appeased.
65%,,,,"Civilization, itself, the civilization we share, is threatened."
65%,,,,"History will record our response, and judge or justify every nation in this hall."
65%,,,,The civilized world is now responding.
65%,elevation,,,We act to defend ourselves and deliver our children from a future of fear.
65%,elevation,,,We choose the dignity of life over a culture of death.
65%,elevation,,,"We choose lawful change and civil disagreement over coercion, subversion, and chaos."
65%,,,,"These commitments -- hope and order, law and life -- unite people across cultures and continents."
65%,,,,Upon these commitments depend all peace and progress.
65%,elevation,,TRUE,"For these commitments, we are determined to fight."
65%,,,,The United Nations has risen to this responsibility.
65%,,,,"On the 12th of September, these buildings opened for emergency meetings of the General Assembly and the Security Council."
66%,,,,"Before the sun had set, these attacks on the world stood condemned by the world."
66%,,,TRUE,And I want to thank you for this strong and principled stand.
66%,elevation,,,I also thank the Arab Islamic countries that have condemned terrorist murder.
66%,,,,Many of you have seen the destruction of terror in your own lands.
66%,othering,,,The terrorists are increasingly isolated by their own hatred and extremism.
66%,othering,,,They cannot hide behind Islam.
66%,othering,,,"The authors of mass murder and their allies have no place in any culture, and no home in any faith."
66%,,,TRUE,The conspiracies of terror are being answered by an expanding global coalition.
66%,,,,Not every nation will be a part of every action against the enemy.
66%,,,,But every nation in our coalition has duties.
66%,,,,"These duties can be demanding, as we in America are learning."
66%,,,,We have already made adjustments in our laws and in our daily lives.
66%,,,,We're taking new measures to investigate terror and to protect against threats.
66%,,,,The leaders of all nations must now carefully consider their responsibilities and their future.
66%,othering,,,Terrorist groups like al Qaeda depend upon the aid or indifference of governments.
66%,,,,"They need the support of a financial infrastructure, and safe havens to train and plan and hide."
67%,,,,"Some nations want to play their part in the fight against terror, but tell us they lack the means to enforce their laws and control their borders."
67%,,,,We stand ready to help.
67%,,,,"Some governments still turn a blind eye to the terrorists, hoping the threat will pass them by."
67%,,,,They are mistaken.
67%,othering,,,"And some governments, while pledging to uphold the principles of the U.N., have cast their lot with the terrorists."
67%,othering,,,"They support them and harbor them, and they will find that their welcome guests are parasites that will weaken them, and eventually consume them."
67%,,hostile,,"For every regime that sponsors terror, there is a price to be paid."
67%,,hostile,,And it will be paid.
67%,othering,,,The allies of terror are equally guilty of murder and equally accountable to justice.
67%,,,,The Taliban are now learning this lesson --
67%,,,,that regime and the terrorists who support it are now virtually indistinguishable.
67%,othering,,,Together they promote terror abroad and impose a reign of terror on the Afghan people.
67%,,,TRUE,Women are executed in Kabal's soccer stadium.
67%,,,TRUE,They can be beaten for wearing socks that are too thin.
67%,,,TRUE,Men are jailed for missing prayer meetings.
67%,elevation,,,"The United States, supported by many nations, is bringing justice to the terrorists in Afghanistan."
68%,,,,"We're making progress against military targets, and that is our objective."
68%,elevation,,TRUE,"Unlike the enemy, we seek to minimize, not maximize, the loss of innocent life."
68%,elevation,,,I'm proud of the honorable conduct of the American military.
68%,,,,"And my country grieves for all the suffering the Taliban have brought upon Afghanistan, including the terrible burden of war."
68%,,,,The Afghan people do not deserve their present rulers.
68%,othering,,,Years of Taliban misrule have brought nothing but misery and starvation.
68%,,,TRUE,"Even before this current crisis, 4 million Afghans depended on food from the United States and other nations, and millions of Afghans were refugees from Taliban oppression."
68%,othering,,,I make this promise to all the victims of that regime:  The Taliban's days of harboring terrorists and dealing in heroin and brutalizing women are drawing to a close.
68%,,,,"And when that regime is gone, the people of Afghanistan will say with the rest of the world:"
68%,,,,good riddance.
68%,elevation,,,"I can promise, too, that America will join the world in helping the people of Afghanistan rebuild their country."
68%,elevation,,,"Many nations, including mine, are sending food and medicine to help Afghans through the winter."
68%,,,,America has air-dropped over 1.3 million packages of rations into Afghanistan.
68%,,,,"Just this week, we air-lifted 20,000 blankets and over 200 tons of provisions into the region."
68%,elevation,,,"We continue to provide humanitarian aid, even while the Taliban tried to steal the food we send."
68%,,,,More help eventually will be needed.
69%,,,,The United States will work closely with the United Nations and development banks to reconstruct Afghanistan after hostilities there have ceased and the Taliban are no longer in control.
69%,,,,And the United States will work with the U.N. to support a post-Taliban government that represents all of the Afghan people.
69%,,,,"In this war of terror, each of us must answer for what we have done or what we have left undone."
69%,,,,"After tragedy, there is a time for sympathy and condolence."
69%,,,,And my country has been very grateful for both.
69%,,,,The memorials and vigils around the world will not be forgotten.
69%,,,,But the time for sympathy has now passed; the time for action has now arrived.
69%,,,,The most basic obligations in this new conflict have already been defined by the United Nations.
69%,,,,"On September the 28th, the Security Council adopted Resolution 1373."
69%,,,,Its requirements are clear:  Every United Nations member has a responsibility to crack down on terrorist financing.
69%,,,,We must pass all necessary laws in our own countries to allow the confiscation of terrorist assets.
69%,,,,We must apply those laws to every financial institution in every nation.
69%,,,,We have a responsibility to share intelligence and coordinate the efforts of law enforcement.
69%,,,,"If you know something, tell us."
69%,,,,"If we know something, we'll tell you."
69%,elevation,,,"And when we find the terrorists, we must work together to bring them to justice."
70%,elevation,,,"We have a responsibility to deny any sanctuary, safe haven or transit to terrorists."
70%,,,,"Every known terrorist camp must be shut down, its operators apprehended, and evidence of their arrest presented to the United Nations."
70%,,,,We have a responsibility to deny weapons to terrorists and to actively prevent private citizens from providing them.
70%,,,,These obligations are urgent and they are binding on every nation with a place in this chamber.
70%,,,,"Many governments are taking these obligations seriously, and my country appreciates it."
70%,,,,"Yet, even beyond Resolution 1373, more is required, and more is expected of our coalition against terror."
70%,,,,We're asking for a comprehensive commitment to this fight.
70%,elevation,,,"We must unite in opposing all terrorists, not just some of them."
70%,,,,"In this world there are good causes and bad causes, and we may disagree on where the line is drawn."
70%,othering,,,"Yet, there is no such thing as a good terrorist."
70%,,,,No national aspiration
70%,,,,", no remembered wrong can ever justify the deliberate murder of the innocent."
70%,,hostile,,"Any government that rejects this principle, trying to pick and choose its terrorist friends, will know the consequences."
70%,,,,We must speak the truth about terror.
70%,,,TRUE,"Let us never tolerate outrageous conspiracy theories concerning the attacks of September the 11th; malicious lies that attempt to shift the blame away from the terrorists, themselves, away from the guilty."
70%,,,,To inflame ethnic hatred is to advance the cause of terror.
71%,,,,The war against terror must not serve as an excuse to persecute ethnic and religious minorities in any country.
71%,,,,"Innocent people must be allowed to live their own lives, by their own customs, under their own religion."
71%,,,,And every nation must have avenues for the peaceful expression of opinion and dissent.
71%,,,,"When these avenues are closed, the temptation to speak through violence grows."
71%,,,,We must press on with our agenda for peace and prosperity in every land.
71%,elevation,,,My country is pledged to encouraging development and expanding trade.
71%,elevation,,,My country is pledged to investing in education and combating AIDS and other infectious diseases around the world.
71%,,,,"Following September 11th, these pledges are even more important."
71%,,,,"In our struggle against hateful groups that exploit poverty and despair, we must offer an alternative of opportunity and hope."
71%,,,,The American government also stands by its commitment to a just peace in the Middle East.
71%,,,,"We are working toward a day when two states, Israel and Palestine, live peacefully together within secure and recognize borders as called for by the Security Council resolutions."
71%,,,,We will do all in our power to bring both parties back into negotiations.
71%,,,,"But peace will only come when all have sworn off, forever, incitement, violence and terror."
71%,,,,"And, finally, this struggle is a defining moment for the United Nations, itself."
71%,,,,And the world needs its principled leadership.
71%,,,,"It undermines the credibility of this great institution, for example, when the Commission on Human Rights offers seats to the world's most persistent violators of human rights."
72%,,,,"The United Nations depends, above all, on its moral authority -- and that authority must be preserved."
72%,,,,The steps I described will not be easy.
72%,,,,"For all nations, they will require effort."
72%,,,,"For some nations, they will require great courage."
72%,,,,"Yet, the cost of inaction is far greater."
72%,,,,The only alternative to victory is a nightmare world where every city is a potential killing field.
72%,,,,"As I've told the American people, freedom and fear are at war."
72%,,,,"We face enemies that hate not our policies, but our existence; the tolerance of openness and creative culture that defines us."
72%,,,,But the outcome of this conflict is certain:  There is a current in history and it runs toward freedom.
72%,,,,"Our enemies resent it and dismiss it, but the dreams of mankind are defined by liberty -- the natural right to create and build and worship and live in dignity."
72%,,,,"When men and women are released from oppression and isolation, they find fulfillment and hope, and they leave poverty by the millions."
72%,,,,"These aspirations are lifting up the peoples of Europe, Asia, Africa and the Americas, and they can lift up all of the Islamic world."
72%,elevation,,,"We stand for the permanent hopes of humanity, and those hopes will not be denied."
72%,,,,"We're confident, too, that history has an author who fills time and eternity with his purpose."
72%,elevation,,,"We know that evil is real, but good will prevail against it."
72%,,,,"This is the  teaching of many faiths, and in that assurance we gain strength for a long journey."
73%,,,,It is our task -- the task of this generation -- to provide the response to aggression and terror.
73%,,,,"We have no other choice, because there is no other peace."
73%,,,,"We did not ask for this mission, yet there is honor in history's call."
73%,,,,"We have a chance to write the story of our times, a story of courage defeating cruelty and light overcoming darkness."
73%,,,,"This calling is worthy of any life, and worthy of every nation."
73%,,,,"So let us go forward, confident, determined, and unafraid."
73%,,,,Thank you very much.
73%,,,,I'm glad to be back here at the Citadel.
73%,,,,"I have come to talk about the future security of our country, in a place where I took up this subject two years ago when I was candidate for President."
73%,,,,"In September 1999, I said here at the Citadel that America was entering a period of consequences that would be defined by the threat of terror, and that we faced a challenge of military transformation."
73%,,,,"That threat has now revealed itself, and that challenge is now the military and moral necessity of our time."
73%,,,,"So, today, I will set forth the commitments essential to victory in our war against terror."
73%,elevation,,,I want to thank Major General John Grinalds for his hospitality.
73%,elevation,,,"I want to thank the Citadel Board of Visitors, the staff, and the faculty."
73%,,,,I understand the Governor is here.
73%,elevation,,TRUE,"And I know my friends, the Lt. Governor, the Speaker and the Attorney General are here, and it was great to have seen them at the airport."
74%,elevation,,TRUE,"I thank my friend, Adjutant General Stan Spears for being here."
74%,,,,I'm grateful that Senator Hollings and members of the South Carolina congressional delegation flew down on Air Force One.
74%,,,,I only wish that the senior Senator was on the airplane
74%,,,,so I could have wished him a happy 99th birthday.
74%,elevation,,,"But most of all, most of all, I want to say how much I appreciate being in the presence of some of America's finest, the South Carolina Corp of Cadets of Citadel."
74%,,,,"Four days ago, I joined the men and women of the USS Enterprise to mark the 60th anniversary of Pearl Harbor."
74%,,,,"December 7th, 1941 was a decisive day that changed our nation forever."
74%,,,,"In a single moment, America's ""splendid isolation"" was ended."
74%,,,,And the four years that followed transformed the American way of war.
74%,,,,The age of battleships gave way to the offensive capability of aircraft carriers.
74%,,,,"The tank, once used only to protect infantry, now served to cut through enemy lines."
74%,,,,"At Guadalcanal, and Normandy, and Iwo Jima, amphibious warfare proved its worth."
74%,,,,"And by war's end, no one would ever again doubt the value of strategic air power."
74%,,,,"Even more importantly, an American President and his successors shaped a world beyond a war."
74%,,,,"They rebuilt Europe with the Marshall Plan, formed a great alliance for freedom in NATO, and expressed the hope of collective security in the United Nations."
74%,elevation,,,"America took the lead, becoming freedom's defender and assuming responsibilities that only we could bear."
75%,,,,"September 11th, 2001 -- three months and a long time ago -- set another dividing line in our lives and in the life of our nation."
75%,,,,An illusion of immunity was shattered.
75%,,,,A faraway evil became a present danger.
75%,,,,"And a great cause became clear:  We will fight terror and those who sponsor it, to save our children from a future of fear."
75%,,,,"To win this war, we have to think differently."
75%,,,,The enemy who appeared on September 11th seeks to evade our strength and constantly searches for our weaknesses.
75%,,,,So America is required once again to change the way our military thinks and fights.
75%,,,,"And starting on October 7th, the enemy in Afghanistan got the first glimpses of a new American military that cannot, and will not, be evaded."
75%,,,,"When I committed U.S. forces to this battle, I had every confidence that they would be up to the task."
75%,,,,And they have proven me right.
75%,othering,,,The Taliban and the terrorists set out to dominate a country and intimidate the world.
75%,,,,"Today, from their caves, it's all looking a little different."
75%,,,,And no cave is deep enough to escape the patient justice of the United States of America.
75%,,,,We are also beginning to see the possibilities of a world beyond the war on terror.
75%,,,,"We have a chance, if we take it, to write a hopeful chapter in human history."
75%,,,,"All at once, a new threat to civilization is erasing old lines of rivalry and resentment between nations."
76%,,,,Russia and America are building a new cooperative relationship.
76%,,,,"India and the United States are increasingly aligned across a range of issues, even as we work closely with Pakistan."
76%,,,,"Germany and Japan are assuming new military roles, appropriate to their status as great democracies."
76%,,,,The vast majority of countries are now on the same side of a moral and ideological divide.
76%,,,,We're making common cause with every nation that chooses lawful change over chaotic violence -- every nation that values peace and safety and innocent life.
76%,othering,,,"Staring across this divide are bands of murderers, supported by outlaw regimes."
76%,othering,,,They are a movement defined by their hatreds.
76%,othering,,,"They hate progress, and freedom, and choice, and culture, and music, and laughter, and women, and Christians, and Jews, and all Muslims who reject their distorted doctrines."
76%,othering,,TRUE,They love only one thing -- they love power.
76%,othering,,,"And when they have it, they use it without mercy."
76%,,,,The great threat to civilization is not that the terrorists will inspire millions.
76%,othering,,,Only the terrorists themselves would want to live in their brutal and joyless world.
