progress	function	hostile	interesting	text
82%	othering			"What happens in Guantanamo is a historical embarrassment to America and its values, and it screams into your faces - you hypocrites, ""What is the value of your signature on any agreement or treaty?"""
82%	othering			"(3) What we call you to thirdly is to take an honest stance with yourselves - and I doubt you will do so - to discover that you are a nation without principles or manners, and that the values and principles to you are something which you merely demand from others, not that which you yourself must adhere to."
82%				-4
82%				"We also advise you to stop supporting Israel, and to end your support of the Indians in Kashmir, the Russians against the Chechens and to also cease supporting the Manila Government against the Muslims in Southern Philippines."
82%				-5
82%				We also advise you to pack your luggage and get out of our lands.
82%		Hostile		"We desire for your goodness, guidance, and righteousness, so do not force us to send you back as cargo in coffins."
83%				"(6) Sixthly, we call upon you to end your support of the corrupt leaders in our countries."
83%				Do not interfere in our politics and method of education.
83%		Hostile		"Leave us alone, or else expect us in New York and Washington."
83%				-7
83%	othering	Anti-Semetic		"We also call you to deal with us and interact with us on the basis of mutual interests and benefits, rather than the policies of sub dual, theft and occupation, and not to continue your policy of supporting the Jews because this will result in more disasters for you."
83%		Hostile		"If you fail to respond to all these conditions, then prepare for fight with the Islamic Nation."
83%				"The Nation of Monotheism, that puts complete trust on Allah and fears none other than Him."
84%				"The Nation which is addressed by its Quran with the words:  ""Do you fear them?"
84%				Allah has more right that you should fear Him if you are believers.
84%				Fight against them so that Allah will punish them by your hands and disgrace them and give you victory over them and heal the breasts of believing people.
84%				And remove the anger of their (believers') hearts.
84%				Allah accepts the repentance of whom He wills.
84%				"Allah is All-Knowing, All-Wise."""
84%				[Quran9:13-1]
85%				"The Nation of honour and respect: ""But honour, power and glory belong to Allah, and to His Messenger (Muhammad peace be upon him) and to the believers."""
85%				[Quran 63:8]
85%				"""So do not become weak (against your enemy), nor be sad, and you will be superior (in victory) if you are indeed (true) believers"" [Quran 3:139]"
85%				"The Nation of Martyrdom; the Nation that desires death more than you desire life:  ""Think not of those who are killed in the way of Allah as dead."
85%				"Nay, they are alive with their Lord, and they are being provided for."
85%				"They rejoice in what Allah has bestowed upon them from His bounty and rejoice for the sake of those who have not yet joined them, but are left behind (not yet martyred) that on them no fear shall come, nor shall they grieve."
85%				"They rejoice in a grace and a bounty from Allah, and that Allah will not waste the reward of the believers."""
86%				[Quran 3:169-171]
86%	elevation			The Nation of victory and success that Allah has promised:
86%				"""It is He Who has sent His Messenger (Muhammad peace be upon him) with guidance and the religion of truth (Islam), to make it victorious over all other religions even though the Polytheists hate it."""
86%				[Quran 61:9]
86%				"""Allah has decreed that 'Verily it is I and My Messengers who shall be victorious."
86%				"Verily Allah is All-Powerful, All-Mighty."""
86%				[Quran 58:21]
86%	elevation			"The Islamic Nation that was able to dismiss and destroy the previous evil Empires like yourself; the Nation that rejects your attacks, wishes to remove your evils, and is prepared to fight you."
87%	othering			"You are well aware that the Islamic Nation, from the very core of its soul, despises your haughtiness and arrogance."
87%	othering			"If the Americans refuse to listen to our advice and the goodness, guidance and righteousness that we call them to, then be aware that you will lose this Crusade Bush began, just like the other previous Crusades in which you were humiliated by the hands of the Mujahideen, feeing to your home in great silence and disgrace."
87%		Hostile		"If the Americans do not respond, then their fate will be that of the Soviets who fed from Afghanistan to deal with their military defeat, political breakup, ideological downfall, and economic bankruptcy."
87%				"This is our message to the Americans, as an answer to theirs."
87%				"Do they now know why we fight them and over which form of ignorance, by the permission of Allah, we shall be victorious?"
87%				Praise be to Allah who created the creation for his worship and commanded them to be just and permitted the wronged one to retaliate against the oppressor in kind.
87%				"To proceed: Peace be upon he who follows the guidance: People of America this talk of mine is for you and concerns the ideal way to prevent another Manhattan, and deals with the war and its causes and results."
88%				"Before I begin, I say to you that security is an indispensable pillar of human life and that free men do not forfeit their security, contrary to Bush's claim that we hate freedom."
88%				"If so, then let him explain to us why we don't strike for example - Sweden?"
88%				"And we know restore freedom to our nation, just as you lay waste to our nation."
88%		Hostile		So shall we lay waste to yours.
88%				No one except a dumb thief plays with the security of others and then makes himself believe he will be secure.
88%				"Whereas thinking people, when disaster strikes, make it their priority to look for its causes, in order to prevent it happening again."
88%				But I am amazed at you.
89%				"Even though we are in the fourth year after the events of September 11th, Bush is still engaged in distortion, deception and hiding from you the real causes."
89%				"And thus, the reasons are still there for a repeat of what occurred."
89%				"So I shall talk to you about the story behind those events and shall tell you truthfully about the moments in which the decision was taken, for you to consider."
89%				"I say to you, Allah knows that it had never occurred to us to strike the towers."
89%	othering			"But after it became unbearable and we witnessed the oppression and tyranny of the American/Israeli coalition against our people in Palestine and Lebanon, it came to my mind."
89%	othering		Value Judgement	The events that affected my soul in a direct way started in 1982 when America permitted the Israelis to invade Lebanon and the American Sixth Fleet helped them in that.
89%			inciting horror	This bombardment began and many were killed and injured and others were terrorised and displaced.
90%			inciting horror	"I couldn't forget those moving scenes, blood and severed limbs, women and children sprawled everywhere."
90%			inciting horror	"Houses destroyed along with their occupants and high rises demolished over their residents, rockets raining down on our home without mercy."
90%				"The situation was like a crocodile meeting a helpless child, powerless except for his screams."
90%				Does the crocodile understand a conversation that doesn't include a weapon?
90%				And the whole world saw and heard
90%				but it didn't respond.
90%				"In those difficult moments many hard-to-describe ideas bubbled in my soul, but in the end they produced an intense feeling of rejection of tyranny, and gave birth to a strong resolve to punish the oppressors."
91%				"And as I looked at those demolished towers in Lebanon, it entered my mind that we should punish the oppressor in kind and that we should destroy towers in America in order that they taste some of what we tasted and so that they be deterred from killing our women and children."
91%	othering			"And that day, it was confirmed to me that oppression and the intentional killing of innocent women and children is a deliberate American policy."
91%			Interesting contrast of ideologies	"Destruction is freedom and democracy, while resistance is terrorism and intolerance."
91%	othering			"This means the oppressing and embargoing to death of millions as Bush Sr did in Iraq in the greatest mass slaughter of children mankind has ever known, and it means the throwing of millions of pounds of bombs and explosives at millions of children - also in Iraq - as Bush Jr did, in order to remove an old agent and replace him with a new puppet to assist in the pilfering of Iraq's oil and other outrages."
91%				"So with these images and their like as their background, the events of September 11th came as a reply to those great wrongs, should a man be blamed for defending his sanctuary?"
91%				"Is defending oneself and punishing the aggressor in kind, objectionable terrorism?"
91%				"If it is such, then it is unavoidable for us."
92%				"This is the message which I sought to communicate to you in word and deed, repeatedly, for years before September 11th."
92%				"And you can read this, if you wish, in my interview with Scott in Time magazine in 1996, or with Peter Arnett on CNN in 1997, or my meeting with John Weiner in 1998."
92%				"You can observe it practically, if you wish, in Kenya and Tanzania and in Aden."
92%				"And you can read it in my interview with Abdul Bari Atwan, as well as my interviews with Robert Fisk."
92%				The latter is one of your compatriots and co-religionists and I consider him to be neutral.
92%				So are the pretenders of freedom at the White House and the channels controlled by them able to run an interview with him?
92%				So that he may relay to the American people what he has understood from us to be the reasons for our fight against you?
92%				"If you were to avoid these reasons, you will have taken the correct path that will lead America to the security that it was in before September 11th."
93%				This concerned the causes of the war.
93%				"As for it's results, they have been, by the grace of Allah, positive and enormous, and have, by all standards, exceeded all expectations."
93%				"This is due to many factors, chief among them, that we have found it difficult to deal with the Bush administration in light of the resemblance it bears to the regimes in our countries, half of which are ruled by the military and the other half which are ruled by the sons of kings and presidents."
93%				"Our experience with them is lengthy, and both types are replete with those who are characterised by pride, arrogance, greed and misappropriation of wealth."
93%				This resemblance began after the visits of Bush Sr to the region.
93%				"At a time when some of our compatriots were dazzled by America and hoping that these visits would have an effect on our countries, all of a sudden he was affected by those monarchies and military regimes, and became envious of their remaining decades in their positions, to embezzle the public wealth of the nation without supervision or accounting."
93%	othering			"So he took dictatorship and suppression of freedoms to his son and they named it the Patriot Act, under the pretence of fighting terrorism."
94%	othering			"In addition, Bush sanctioned the installing of sons as state governors, and didn't forget to import expertise in election fraud from the region's presidents to Florida to be made use of in moments of difficulty."
94%				All that we have mentioned has made it easy for us to provoke and bait this administration.
94%	othering			"All that we have to do is to send two mujahidin to the furthest point east to raise a piece of cloth on which is written al-Qaida, in order to make the generals race there to cause America to suffer human, economic, and political losses without their achieving for it anything of note other than some benefits for their private companies."
94%				"This is in addition to our having experience in using guerrilla warfare and the war of attrition to fight tyrannical superpowers, as we, alongside the mujahidin, bled Russia for 10 years, until it went bankrupt and was forced to withdraw in defeat."
94%				All Praise is due to Allah.
94%	othering			So we are continuing this policy in bleeding America to the point of bankruptcy.
94%				"Allah willing, and nothing is too great for Allah."
95%				"That being said, those who say that al-Qaida has won against the administration in the White House or that the administration has lost in this war have not been precise, because when one scrutinises the results, one cannot say that al-Qaida is the sole factor in achieving those spectacular gains."
95%				"Rather, the policy of the White House that demands the opening of war fronts to keep busy their various corporations - whether they be working in the field of arms or oil or reconstruction - has helped al-Qaida to achieve these enormous results."
95%				"And so it has appeared to some analysts and diplomats that the White House and us are playing as one team towards the economic goals of the United States, even if the intentions differ."
95%				And it was to these sorts of notions and their like that the British diplomat and others were referring in their lectures at the Royal Institute of International Affairs.
95%				"[When they pointed out that] for example, al-Qaida spent $500,000 on the event, while America, in the incident and its aftermath, lost - according to the lowest estimate - more than $500 billion."
95%			mockery	"Meaning that every dollar of al-Qaida defeated a million dollars by the permission of Allah, besides the loss of a huge number of jobs."
95%				"As for the size of the economic deficit, it has reached record astronomical numbers estimated to total more than a trillion dollars."
96%				"And even more dangerous and bitter for America is that the mujahidin recently forced Bush to resort to emergency funds to continue the fight in Afghanistan and Iraq, which is evidence of the success of the bleed-until-bankruptcy plan - with Allah's permission."
96%	othering			"It is true that this shows that al-Qaida has gained, but on the other hand, it shows that the Bush administration has also gained, something of which anyone who looks at the size of the contracts acquired by the shady Bush administration - linked mega - corporations, like Halliburton and its kind, will be convinced."
96%	othering			And it all shows that the real loser is ... you.
96%				It is the American people and their economy.
96%				"And for the record, we had agreed with the Commander-General"
96%				"Muhammad Ataa, Allah have mercy on him, that all the operations should be carried out within 20 minutes, before Bush and his administration notice."
96%				"It never occurred to us that the commander-in-chief of the American armed forces would abandon 50,000 of his citizens in the twin towers to face those great horrors alone, the time when they most needed him."
97%				"But because it seemed to him that occupying himself by talking to the little girl about the goat and its butting was more important than occupying himself with the planes and their butting of the skyscrapers, we were given three times the period required to execute the operations -"
97%				all praise is due to Allah.
97%				"And it's no secret to you that the thinkers and perceptive ones from among the Americans warned Bush before the war and told him: ""All that you want for securing America and removing the weapons of mass destruction - assuming they exist - is available to you, and the nations of the world are with you in the inspections, and it is in the interest of America that it not be thrust into an unjustified war with an unknown outcome."""
97%				"But the darkness of the black gold blurred his vision and insight, and he gave priority to private interests over the public interests of America."
97%	othering			"So the war went ahead, the death toll rose, the American economy bled, and Bush became embroiled in the swamps of Iraq that threaten his future."
97%				"He fits the saying ""like the naughty she-goat who used her hoof to dig up a knife from under the earth""."
97%				"So I say to you, over 15,000 of our people have been killed and tens of thousands injured, while more than a thousand of you have been killed and more than 10,000 injured."
97%	othering			"And Bush's hands are stained with the blood of all those killed from both sides, all for the sake of oil and keeping their private companies in business."
98%				"Be aware that it is the nation who punishes the weak man when he causes the killing of one of its citizens for money, while letting the powerful one get off, when he causes the killing of more than 1000 of its sons, also for money."
98%				And the same goes for your allies in Palestine.
98%	othering			"They terrorise the women and children, and kill and capture the men as they lie sleeping with their families on the mattresses, that you may recall that for every action, there is a reaction."
98%				"Finally, it behoves you to reflect on the last wills and testaments of the thousands who left you on the 11th as they gestured in despair."
98%				"They are important testaments, which should be studied and researched."
98%				"Among the most important of what I read in them was some prose in their gestures before the collapse, where they say: ""How mistaken we were to have allowed the White House to implement its aggressive foreign policies against the weak without supervision."""
98%				"It is as if they were telling you, the people of America:"
99%				"""Hold to account those who have caused us to be killed, and happy is he who learns from others' mistakes."""
99%				And among that which I read in their gestures is a verse of poetry.
99%				"""Injustice chases its people, and how unhealthy the bed of tyranny."""
99%				"As has been said: ""An ounce of prevention is better than a pound of cure."""
99%				"And know that: ""It is better to return to the truth than persist in error."""
99%				"And that the wise man doesn't squander his security, wealth and children for the sake of the liar in the White House."
99%				"In conclusion, I tell you in truth, that your security is not in the hands of Kerry, nor Bush, nor al-Qaida."
100%				No.
100%				Your security is in your own hands.
100%				And every state that doesn't play with our security has automatically guaranteed its own security.
100%	elevation			"And Allah is our Guardian and Helper, while you have no Guardian or Helper."
100%				All peace be upon he who follows the Guidance.
